season,age,pos,per,x3p_ar
2009,20,PF,11.3,0.005
2009,34,PG,6.2,0.504
2009,34,PG,8.9,0.63
2009,34,PG,5.1,0.465
2009,21,PG,14.9,0.396
2009,25,SF,14.7,0.249
2009,24,PF,16.8,0.036
2009,27,PG,7.8,0.333
2009,27,PG,8.7,0.359
2009,27,PG,4,0.278
2009,26,SG,19.4,0.316
2009,24,SG,13.4,0.276
2009,23,PF,14.6,0.304
2009,28,PF,12.6,0.506
2009,37,SG,9.2,0.762
2009,23,C,16.4,0.012
2009,33,PF,12.3,0.022
2009,30,SG,10.7,0.669
2009,32,PF,11.9,0.028
2009,20,SF,12.9,0.465
2009,20,PG,8.2,0.143
2009,20,PF,17.2,0.085
2009,22,SG,11.8,0.413
2009,29,SG,9.8,0.458
2009,32,SG,10.7,0.396
2009,32,SG,8.5,0.531
2009,32,SG,11.7,0.349
2009,30,PG,16.3,0.426
2009,22,C,19.1,0.002
2009,32,PG,18.8,0.405
2009,32,PG,17.5,0.333
2009,32,PG,18.8,0.407
2009,28,PG,14.4,0.507
2009,22,C,15,0.033
2009,33,C,8.7,0.346
2009,28,SG,9.7,0.673
2009,28,SG,8,0.72
2009,28,SG,12.5,0.617
2009,28,PF,15,0.5
2009,24,C,22.1,0.039
2009,37,SF,5.4,0.524
2009,22,SF,11.2,0.133
2009,23,SF,16.1,0.103
2009,24,PG,12.9,0.395
2009,24,PG,8.9,0.361
2009,24,SG,7.7,0.381
2009,24,PG,11.9,0.319
2009,30,SG,9.7,0.31
2009,24,PG,6.6,0.49
2009,24,PG,7.8,0.455
2009,24,PG,-2.9,0.8
2009,23,SG,12.9,0.224
2009,23,SG,12.1,0.228
2009,23,SG,15,0.214
2009,30,SG,24.4,0.196
2009,32,SF,6.3,0.321
2009,28,SG,18.8,0.194
2009,29,SF,11.8,0.447
2009,26,PG,17.4,0.056
2009,27,PG,18.8,0.314
2009,34,C,18.7,0.008
2009,31,PF,8.1,0.544
2009,24,SG,12.1,0.534
2009,28,SG,5.5,0.31
2009,28,SG,7,0.326
2009,28,SG,0.5,0.242
2009,33,PG,10.8,0.228
2009,32,SG,19.3,0.291
2009,22,PG,13.3,0.47
2009,21,SF,12.9,0.298
2009,24,PG,9.5,0.126
2009,24,SG,5,0.13
2009,24,PG,9.9,0.125
2009,28,C,14.8,0.005
2009,21,PG,14.3,0.297
2009,28,PF,7.6,0.395
2009,28,PF,7.6,0.417
2009,28,PF,7.4,0.313
2009,21,SF,10.3,0.612
2009,28,PG,15.1,0.386
2009,28,SG,15.7,0.456
2009,28,PG,15,0.372
2009,22,SF,10.8,0.4
2009,21,SG,10.4,0.053
2009,21,SG,13.2,0.067
2009,21,PG,10.3,0.052
2009,33,PF,14.2,0.385
2009,33,PF,17.2,0.367
2009,33,PF,4.3,0.444
2009,27,C,13.2,0.005
2009,33,PG,12.1,0.254
2009,33,PG,10.8,0.244
2009,33,PG,12.6,0.257
2009,28,SF,12.8,0.131
2009,29,PG,14.5,0.342
2009,23,C,10.7,0.011
2009,24,PF,10.7,0.01
2009,29,SG,7.1,0.453
2009,23,SF,14.7,0.034
2009,26,SF,6.4,0.751
2009,26,PF,14.4,0.205
2009,26,PF,12.5,0.099
2009,26,PF,14.9,0.225
2009,26,PG,13.7,0.659
2009,25,PF,20.3,0.027
2009,25,PF,24.9,0.036
2009,30,PG,9.3,0.293
2009,28,PG,13.6,0.393
2009,24,PG,10.2,0.418
2009,24,PG,8,0.42
2009,24,PG,17,0.409
2009,22,SG,12.2,0.068
2009,22,PG,9.8,0.241
2009,23,SF,13.5,0.26
2009,23,SF,10.6,0.083
2009,23,SF,15.2,0.349
2009,26,PG,12.2,0.477
2009,32,C,24.4,0.002
2009,28,SG,14.4,0.388
2009,20,SF,20.8,0.165
2009,23,SG,14.5,0.06
2009,32,C,10.3,0.024
2009,30,SF,11.1,0.515
2009,28,PF,10.4,0.006
2009,22,PG,9.9,0.354
2009,27,SG,0.4,0.857
2009,24,PG,13.7,0.191
2009,23,SG,15.5,0.632
2009,35,SF,11.4,0.463
2009,34,PG,12.1,0.439
2009,25,PG,16.6,0.114
2009,32,C,13,0.02
2009,25,SG,13.7,0.314
2009,25,PF,10,0.124
2009,30,C,12.2,0.008
2009,20,SG,13.4,0.576
2009,27,SF,14.1,0.332
2009,23,SG,1.5,0.639
2009,32,PF,21.2,0.011
2009,24,C,16.7,0.002
2009,28,C,22.2,0.002
2009,22,SF,15.3,0.192
2009,31,SF,7,0.535
2009,22,PG,10.1,0.537
2009,30,PG,15.5,0.333
2009,31,SG,22.9,0.426
2009,26,SF,12.5,0.293
2009,27,PF,16.3,0.008
2009,27,PF,15.3,0.009
2009,27,PF,18.8,0.007
2009,25,SG,17,0.321
2009,20,SG,14.9,0.374
2009,24,PF,17,0.005
2009,26,SF,11.9,0.033
2009,26,SG,8.5,0.258
2009,25,SF,21.8,0.352
2009,24,C,11.5,0.006
2009,20,SF,5.2,0.424
2009,23,SG,11.4,0.256
2009,22,PF,13.9,0.231
2009,27,SG,11.1,0.245
2009,21,SG,12,0.02
2009,30,SG,16.9,0.182
2009,32,SG,12.3,0.008
2009,28,PF,15.9,0.388
2009,28,PF,8.8,0.4
2009,28,PF,16.4,0.387
2009,25,PG,21.6,0.212
2009,30,PG,6.5,0.064
2009,30,PG,6.1,0.048
2009,30,PG,9.8,0.2
2009,29,SF,7.2,0.042
2009,20,C,13,0.144
2009,25,C,7.8,0.035
2009,27,SF,10.8,0.423
2009,26,PG,9.9,0.375
2009,26,PG,9.8,0.376
2009,26,SG,10.2,0.372
2009,29,SF,11.4,0.58
2009,26,C,18.8,0.007
2009,22,PG,11.6,0.196
2009,36,SF,15.2,0.102
2009,28,SG,13.9,0.403
2009,22,C,17,0.002
2009,30,PG,15.4,0.607
2009,23,C,25.4,0.002
2009,28,SF,17,0.215
2009,30,SF,13.4,0.346
2009,30,SF,14.4,0.331
2009,30,SG,12.3,0.365
2009,38,PG,7.9,0.585
2009,25,SF,18.4,0.228
2009,33,C,18,0.054
2009,33,SG,15.8,0.119
2009,33,SG,15.2,0.2
2009,33,PG,15.9,0.115
2009,27,SG,7.6,0.548
2009,25,SG,13.1,0.259
2009,35,PG,12.4,0.406
2009,23,PF,7.2,0.023
2009,30,SF,16.1,0.306
2009,24,SF,31.7,0.238
2009,33,PG,9.7,0.358
2009,33,PG,5.8,0.16
2009,33,PG,9.9,0.368
2009,32,PF,20.6,0.221
2009,30,SG,7.3,0.193
2009,24,C,23.1,0.004
2009,25,SG,12.7,0.091
2009,28,SF,15.4,0.239
2009,27,SF,9.4,0.044
2009,21,PF,10.9,0.28
2009,34,PG,10.3,0.349
2009,27,SG,18.2,0.292
2009,28,PF,3.4,0.182
2009,28,PF,5,0.182
2009,32,PG,6.2,0.824
2009,28,SG,9,0.051
2009,29,SF,10.4,0.464
2009,28,SF,8.4,0.644
2009,24,C,12,0.018
2009,27,SG,8.9,0.379
2009,35,PG,16.9,0.523
2009,24,SG,11,0.261
2009,27,PF,16.8,0.128
2009,24,SF,13.2,0.413
2009,33,PG,9.5,0.032
2009,27,SF,12.1,0.477
2009,23,PF,11.8,0.29
2009,25,PF,17.7,0.007
2009,24,PG,10.6,0.209
2009,23,SG,10.7,0.376
2009,25,C,19,0.003
2009,29,PF,16.8,0.509
2009,20,C,17.9,0.002
2009,20,C,11.6,0.007
2009,20,C,18.3,0.028
2009,22,PG,14.4,0.226
2009,22,PG,14.1,0.254
2009,22,PG,15,0.179
2009,31,PG,10.3,0.383
2009,31,PG,10.6,0.378
2009,31,PG,9.4,0.395
2009,29,PF,16.9,0.15
2009,31,PG,4.4,0.225
2009,30,SF,16,0.067
2009,30,SF,15.7,0.09
2009,30,SF,16.4,0.038
2009,33,C,8.8,0.061
2009,35,PF,18.9,0.753
2009,24,SF,9.2,0.429
2009,31,PF,13.6,0.059
2009,25,SG,19.2,0.342
2009,31,SG,7.1,0.011
2009,28,SG,11.9,0.479
2009,25,C,15.8,0.003
2009,21,SG,14.2,0.295
2009,24,PF,6.2,0.01
2009,22,PF,12.3,0.008
2009,28,C,13.9,0.018
2009,24,SG,13,0.387
2009,24,SG,9.9,0.408
2009,24,SG,17.2,0.357
2009,29,SG,16.3,0.241
2009,23,SF,10.8,0.012
2009,21,PF,12.5,0.12
2009,25,PF,14.5,0.019
2009,25,PF,12.9,0.021
2009,21,SG,11.8,0.319
2009,27,SF,16.1,0.061
2009,32,PG,18.6,0.051
2009,32,C,16.7,0.091
2009,32,C,15.7,0.111
2009,32,C,18.6,0.058
2009,28,SF,13.8,0.411
2009,23,PF,18.6,0.005
2009,28,C,22.7,0.001
2009,33,SG,10.3,0.24
2009,28,SF,13.3,0.386
2009,28,SF,14.2,0.347
2009,28,SF,11.6,0.465
2009,24,SF,5.7,0.43
2009,24,SF,5.8,0.436
2009,24,SF,2.9,0.333
2009,23,SG,14.7,0.345
2009,28,PF,17.8,0.467
2009,29,SG,14.7,0.304
2009,32,PF,7.7,0.338
2009,34,PG,19.5,0.289
2009,23,PG,6.5,0.056
2009,26,PG,20.6,0.341
2009,32,C,14.1,0.002
2009,24,SF,8.8,0.222
2009,24,SF,-3.5,0.25
2009,24,SF,15.7,0.2
2009,23,C,16.5,0.003
2009,29,PF,12.2,0.444
2009,29,PF,11.4,0.465
2009,29,SF,13.6,0.405
2009,25,PF,13.5,0.722
2009,30,PF,23.1,0.105
2009,33,C,10.6,0.01
2009,22,C,11.8,0.024
2009,22,C,13.5,0.038
2009,29,PF,16.6,0.147
2009,29,C,17.5,0.227
2009,36,PG,9.9,0.007
2009,30,C,15.4,0.001
2009,30,C,15.4,0.002
2009,36,C,22.3,0.001
2009,24,SF,15.1,0.278
2009,24,C,14.1,0.009
2009,33,SG,12.1,0.32
2009,26,PG,23.4,0.051
2009,23,PG,30,0.14
2009,25,SF,8.6,0.425
2009,23,C,14.5,0.426
2009,24,C,13.2,0.004
2009,31,SG,10.7,0.464
2009,23,C,8.1,0.011
2009,23,C,9.3,0.009
2009,23,C,6.4,0.016
2009,31,SF,17.7,0.257
2009,26,SG,11.6,0.523
2009,32,SG,10.8,0.599
2009,25,PG,8.5,0.3
2009,28,SF,15,0.138
2009,22,SG,7.6,0.475
2009,29,C,15.4,0.004
2009,25,PG,12.9,0.474
2009,28,SF,11,0.562
2009,28,SF,11.6,0.636
2009,28,SF,10.2,0.5
2009,19,PF,16.9,0.009
2009,25,PF,19.4,0.077
2009,27,PF,19.7,0.111
2009,27,C,19.8,0.127
2009,27,PF,19.6,0.107
2009,29,SG,17.9,0.349
2009,24,SG,9.9,0.599
2009,28,SG,16.7,0.334
2009,28,SG,15.8,0.268
2009,28,SG,16.9,0.353
2009,24,SF,2.8,0.347
2009,28,SG,11.6,0.493
2009,27,PG,12.9,0.253
2009,25,PG,11.4,0.675
2009,25,PG,11.8,0.689
2009,25,PG,8,0.588
2009,24,PG,18.9,0.375
2009,22,PG,12.5,0.347
2009,22,PG,18.8,0.063
2009,20,PG,16,0.06
2009,34,PF,5.3,0.053
2009,34,PF,-1.9,0.098
2009,34,PF,9,0.033
2009,27,SF,6.9,0.34
2009,24,SG,24,0.167
2009,23,SG,9,0.363
2009,28,SG,6.3,0.569
2009,29,SF,16,0.276
2009,29,SF,16,0.247
2009,29,SF,16,0.338
2009,24,C,5.3,0.094
2009,24,C,2.9,0.077
2009,24,C,9.2,0.125
2009,30,C,7.4,0.535
2009,28,PF,17,0.004
2009,24,SF,12.1,0.244
2009,24,SF,11.7,0.275
2009,24,SG,12.5,0.211
2009,22,PG,17.6,0.044
2009,22,PF,4.8,0.182
2009,28,SF,12,0.594
2009,27,PF,16.4,0.181
2009,23,PG,6.7,0.294
2009,23,PG,8.5,0.27
2009,23,PG,5.5,0.313
2009,32,PF,10.6,0.01
2009,25,PF,16.9,0.002
2009,33,C,13.8,0.021
2009,33,C,13.2,0.018
2009,33,C,14.8,0.026
2009,23,PF,17.2,0.102
2009,23,SG,16.8,0.477
2009,30,PG,12.5,0.351
2009,30,PG,12.5,0.315
2009,30,PG,12.6,0.453
2009,30,C,13.9,0.002
2009,21,C,17.9,0.016
2009,34,SG,3.4,0.317
2009,27,SG,6.9,0.558
2009,31,SF,12.5,0.534
2009,26,PF,20.3,0.009
2009,22,PG,14.8,0.085
2009,29,PF,6.8,0.018
2009,29,PF,6.8,0.024
2009,31,SF,12.1,0.422
2009,23,PG,10.1,0.15
2009,23,PG,10.8,0.303
2009,31,SG,19.3,0.39
2009,36,PF,14,0.007
2009,31,PF,12.2,0.432
2009,31,PF,9.1,0.222
2009,31,PF,13.4,0.488
2009,31,PF,11.5,0.478
2009,22,PF,15.9,0.013
2009,22,PF,13.9,0.011
2009,25,SF,12.6,0.075
2009,23,PF,7.6,0.631
2009,24,SG,13,0.19
2009,26,C,14.5,0.008
2009,29,SF,14.8,0.367
2009,31,SF,9.5,0.436
2009,26,PG,12.3,0.162
2009,24,PG,9.8,0.191
2009,26,PF,14.6,0.004
2009,33,PG,7.6,0.013
2009,24,PF,18.6,0.237
2009,24,SG,12.6,0.556
2009,27,SG,30.4,0.16
2009,23,SG,14.7,0.32
2009,21,SF,10.9,0.017
2009,26,SF,18.6,0.162
2009,34,C,14.9,0.443
2009,28,SF,11.3,0.186
2009,26,PF,16.9,0.033
2009,24,PG,14.2,0.214
2009,29,PG,9.5,0.188
2009,22,SG,10.2,0.378
2009,22,SF,-8.4,1
2009,22,SG,-3.9,0.12
2009,20,PG,15.2,0.118
2009,28,PF,18.9,0.019
2009,25,SG,14.1,0.365
2009,24,SG,10,0.029
2009,26,SF,14.6,0.4
2009,26,C,13.3,0.011
2009,26,C,13.4,0.011
2009,26,C,13.2,0.01
2009,29,SG,8.3,0.338
2009,24,PG,21.1,0.23
2009,25,SF,14.1,0.5
2009,22,SG,16.3,0.261
2009,26,PG,17.2,0.373
2009,22,SF,16,0.249
2009,23,PG,3.7,0.353
2009,25,PF,13.7,0.013
2009,25,PF,12.2,0.022
2009,22,SF,7.5,0.304
2009,24,SF,8.6,0.346
2009,21,PF,18.7,0.016
2009,21,SF,12.6,0.09
2009,23,SG,13.1,0.217
2009,20,PF,15.3,0.171
2009,23,SG,-8.6,0.545
2008,22,SG,10.2,0.199
2008,23,SG,1.8,0.292
2008,23,SG,-4.4,0.296
2008,23,SG,7.1,0.289
2008,23,PG,9,0.596
2008,22,PF,18.5,0.006
2008,29,PF,9.8,0.006
2008,29,PF,10.1,0.008
2008,32,SG,16.4,0.458
2008,26,SG,10.7,0.147
2008,22,SG,2,0.267
2008,31,PG,13.2,0.44
2008,33,SG,10,0.416
2008,23,SF,21.1,0.111
2008,26,PG,18.2,0.398
2008,22,SF,16.1,0.132
2008,22,SF,12.7,0.097
2008,22,SF,17.1,0.143
2008,39,PG,8.7,0.627
2008,28,PG,12.8,0.241
2008,28,SF,18.8,0.23
2008,33,SG,8.9,0.648
2008,24,SG,13.5,0.332
2008,23,SF,11.5,0.065
2008,26,PG,12.6,0.534
2008,26,PG,10.1,0.596
2008,26,PG,15.5,0.451
2008,25,SG,15.8,0.413
2008,23,PG,11.7,0.318
2008,22,PF,10.6,0.36
2008,27,PF,12.9,0.41
2008,25,PG,12.5,0.6
2008,26,C,9.4,0.04
2008,36,SF,16.7,0.7
2008,22,C,15.9,0.008
2008,29,SF,11.7,0.596
2008,21,SG,8.2,0.441
2008,28,SG,10.9,0.447
2008,31,SG,10.5,0.583
2008,29,PG,14.5,0.411
2008,29,PG,13.5,0.318
2008,29,PG,14.9,0.455
2008,31,PG,23.6,0.39
2008,27,PG,12,0.466
2008,21,PF,15.5,0.024
2008,32,C,11.4,0.085
2008,27,SG,10.9,0.696
2008,23,C,17.5,0.008
2008,27,PF,12.4,0.471
2008,26,PF,21.9,0.001
2008,23,C,23.8,0.024
2008,36,SF,7,0.502
2008,32,SF,9.9,0.01
2008,31,PG,10,0.256
2008,21,SF,8.3,0.074
2008,22,SG,18.4,0.079
2008,23,PG,13.1,0.484
2008,29,SG,11.3,0.275
2008,38,PF,10.2,0.024
2008,22,SG,6.3,0.238
2008,22,SG,8.1,0.261
2008,22,SG,-11.8,0.067
2008,29,SG,24.2,0.246
2008,31,SG,7.2,0.427
2008,27,SF,20.7,0.196
2008,28,SF,8.8,0.512
2008,26,PG,20.5,0.26
2008,33,C,17.2,0.031
2008,30,PF,7.3,0.643
2008,23,SF,12.1,0.306
2008,27,SG,10.7,0.409
2008,32,PG,12.8,0.271
2008,31,SG,18.8,0.212
2008,38,PG,15.4,0.143
2008,38,PG,16.8,0.134
2008,38,PG,11,0.169
2008,25,C,17.5,0.002
2008,20,SF,11.7,0.124
2008,24,SF,17.8,0.105
2008,29,C,6.1,0.012
2008,29,C,3.4,0.009
2008,29,C,5.4,0.017
2008,23,SG,5.9,0.183
2008,27,PF,15,0.003
2008,20,PG,12.6,0.206
2008,27,PF,8.6,0.491
2008,27,PF,1.2,0.476
2008,27,PF,9.5,0.493
2008,20,SG,7.9,0.463
2008,27,SG,16,0.355
2008,20,SG,11,0.159
2008,20,SG,11,0.057
2008,20,SG,11,0.189
2008,32,PF,13.2,0.445
2008,26,C,15.6,0.002
2008,32,PG,13.7,0.166
2008,27,SG,11.6,0.182
2008,28,PG,19.8,0.344
2008,28,SF,12,0.343
2008,25,SG,13.6,0.497
2008,22,SF,17,0.025
2008,25,SG,8.1,0.493
2008,25,PF,12,0.063
2008,22,SG,9.9,0.25
2008,29,PG,12.5,0.365
2008,25,PG,12.2,0.542
2008,29,PG,11.3,0.279
2008,29,PG,10.7,0.244
2008,29,PG,12.4,0.337
2008,27,PG,14.1,0.154
2008,23,PG,9.7,0.364
2008,22,PF,13.6,0.118
2008,25,PG,11.1,0.451
2008,31,C,24.4,0.003
2008,27,SG,17.3,0.348
2008,19,SG,15.8,0.15
2008,22,SG,19,0.042
2008,31,C,6.9,0.004
2008,31,C,3.8,0.011
2008,29,SG,13.9,0.383
2008,29,SG,13.3,0.25
2008,29,SG,14,0.391
2008,27,PF,11,0.003
2008,21,PG,15.4,0.487
2008,22,PF,19.6,0.024
2008,22,PF,19.8,0.026
2008,23,PG,13.8,0.201
2008,34,SG,11.4,0.469
2008,33,PG,13.8,0.355
2008,24,PG,20.3,0.097
2008,31,C,15.7,0.008
2008,24,PG,12.7,0.32
2008,30,SG,5.5,0.463
2008,30,PG,9.1,0.298
2008,24,C,14.8,0.022
2008,29,C,10.7,0.006
2008,30,PF,10.4,0.64
2008,26,SF,15.1,0.384
2008,22,SG,4.4,0.522
2008,31,PF,25.3,0.011
2008,31,PF,3.2,0.463
2008,27,C,21.6,0.018
2008,27,C,20.1,0.027
2008,27,C,24,0.003
2008,21,SF,17.4,0.286
2008,24,SG,10.5,0.236
2008,30,SF,7,0.329
2008,21,PG,11.7,0.576
2008,29,PG,10.9,0.484
2008,29,PG,11.9,0.483
2008,29,PG,-18.9,0.5
2008,30,SG,24.3,0.395
2008,30,SG,9.8,0.328
2008,30,SG,7,0.333
2008,30,SG,6.7,0.366
2008,30,SG,12.3,0.314
2008,25,PF,15.7,0.209
2008,26,PF,13.8,0.008
2008,26,PF,12.5,0.006
2008,26,PF,17.4,0.014
2008,24,SG,16.4,0.324
2008,25,SF,10.3,0.027
2008,25,SF,21.9,0.241
2008,24,SF,16.7,0.351
2008,23,C,13.9,0.005
2008,22,SF,8.7,0.258
2008,22,SF,7.9,0.264
2008,21,SF,9.8,0.101
2008,25,SG,-3.3,0.091
2008,21,SG,7,0.44
2008,21,PG,5.8,0.5
2008,21,SG,8.8,0.333
2008,26,SG,12.8,0.206
2008,29,SG,18.2,0.137
2008,36,SF,9,0.317
2008,31,SF,14.1,0.021
2008,27,C,15.6,0.442
2008,24,PG,17.5,0.241
2008,24,PG,18,0.181
2008,24,PG,16.7,0.317
2008,24,PF,17.1,0.037
2008,29,PG,8,0.172
2008,28,SG,4.2,0.067
2008,28,SG,4.7,0.05
2008,28,SG,3.5,0.091
2008,19,C,11.6,0.066
2008,24,PF,11.2,0.014
2008,26,SF,13,0.385
2008,25,SG,13.6,0.472
2008,28,PF,13.2,0.444
2008,28,PF,12.1,0.4
2008,28,PF,14,0.481
2008,25,PF,11.1,0.014
2008,35,SF,15.7,0.146
2008,27,PG,13.1,0.301
2008,21,C,14.7,0.007
2008,37,PF,9.6,0.588
2008,29,PG,13,0.561
2008,22,C,22.9,0.004
2008,27,SF,18.3,0.168
2008,31,PG,5.2,0.387
2008,29,SG,11.9,0.242
2008,29,PG,11.6,0.264
2008,29,SG,12.4,0.211
2008,22,PF,15.7,0.006
2008,37,PG,8.8,0.406
2008,24,SF,19,0.24
2008,32,C,18.7,0.001
2008,32,SG,20.9,0.177
2008,26,PG,8.8,0.283
2008,24,SG,13,0.306
2008,34,PG,13.5,0.447
2008,34,SG,12.9,0.486
2008,34,PG,14.6,0.39
2008,26,SF,9.1,0.375
2008,29,SF,14.9,0.416
2008,26,SG,4.5,0.626
2008,23,SF,29.1,0.219
2008,32,PG,8.6,0.334
2008,32,PG,9.6,0.327
2008,32,PG,5.7,0.359
2008,31,PF,20.3,0.25
2008,29,SG,12.1,0.241
2008,23,C,22.7,0.003
2008,27,SF,17.4,0.16
2008,26,SF,7.9,0.093
2008,20,PF,11.3,0.04
2008,33,PG,11.2,0.262
2008,33,PG,12,0.236
2008,33,PG,8.9,0.341
2008,27,SF,17.3,0.643
2008,26,SG,17.3,0.297
2008,27,PF,8.2,0.158
2008,27,PF,9.5,0.143
2008,27,PF,1.1,0.2
2008,24,SF,9.9,0.379
2008,24,SF,8.5,0.359
2008,24,SF,12.1,0.361
2008,24,SF,11.2,0.469
2008,24,SF,3.4,0.5
2008,31,SG,11.3,0.76
2008,27,SG,13.5,0.113
2008,24,PF,11.1,0.021
2008,36,SG,7.6,0.644
2008,28,SG,10.9,0.444
2008,27,SF,13.6,0.627
2008,23,PF,6.8,0.067
2008,25,C,17.5,0.006
2008,26,SF,10.8,0.237
2008,24,SG,15.8,0.5
2008,25,PF,9.7,0.032
2008,34,PG,16.7,0.393
2008,34,PG,15.7,0.43
2008,34,PG,18.4,0.311
2008,23,SG,10.3,0.184
2008,26,SF,17.2,0.213
2008,23,SF,14.4,0.42
2008,32,PG,11.4,0.018
2008,26,PF,12.8,0.515
2008,26,PF,10.5,0.476
2008,26,SG,14.2,0.54
2008,24,C,8.5,0.007
2008,31,C,10.4,0.066
2008,24,PF,21.4,0.005
2008,23,PG,7.7,0.143
2008,24,PF,18,0.003
2008,28,PF,16.7,0.487
2008,21,PG,14.3,0.236
2008,30,PG,11.9,0.34
2008,30,PG,12.7,0.352
2008,30,PG,9.2,0.298
2008,28,SF,19.3,0.203
2008,30,PG,13.8,0.279
2008,29,PF,19.2,0.252
2008,29,PF,20,0.289
2008,29,PF,17.1,0.148
2008,32,C,16.1,0.093
2008,34,PF,9.8,0.541
2008,34,PF,8.4,0.523
2008,34,PF,10.9,0.556
2008,36,PG,5.8,0.372
2008,30,PF,14.7,0.016
2008,24,SG,21,0.291
2008,27,PG,13.8,0.545
2008,24,C,16.7,0.002
2008,23,SG,14.6,0.37
2008,33,PF,14.1,0.003
2008,28,SG,18.4,0.226
2008,22,SG,6.6,0.058
2008,33,PG,6.5,0.076
2008,20,PF,20.3,0.1
2008,20,SG,14.2,0.326
2008,22,C,11,0.002
2008,31,PG,18.4,0.029
2008,31,C,16.8,0.124
2008,27,SG,16.1,0.436
2008,22,PF,16.1,0.008
2008,27,C,22.5,0.002
2008,32,SG,11.5,0.221
2008,30,C,15.8,0.002
2008,30,C,13.1,0.017
2008,27,SF,15,0.212
2008,32,PF,11.5,0.004
2008,27,PF,16,0.341
2008,28,PG,13.2,0.172
2008,28,PG,13.3,0.194
2008,28,PG,13.1,0.158
2008,27,PF,12.4,0.43
2008,31,PF,12.1,0.399
2008,33,PG,21.1,0.396
2008,27,SG,11.9,0.564
2008,25,PG,15.5,0.255
2008,31,C,16.1,0.006
2008,33,SG,9.7,0.282
2008,33,SG,10,0.285
2008,33,SF,0.5,0.286
2008,33,SF,10,0.222
2008,23,SF,-1.9,0.565
2008,23,SF,-20.8,0.375
2008,23,SF,7,0.667
2008,22,C,15.5,0.003
2008,28,SF,13.6,0.395
2008,24,SF,17.3,0.696
2008,29,PF,24.6,0.167
2008,32,C,13.8,0.003
2008,28,PF,16.9,0.142
2008,28,C,15.2,0.35
2008,35,SG,9.7,0.014
2008,29,C,14.4,0.01
2008,23,PF,15.7,0.105
2008,27,PG,10,0.374
2008,23,C,11,0.012
2008,28,SG,11.9,0.285
2008,32,SG,14.4,0.367
2008,26,PG,7,0.424
2008,26,PG,5.5,0.444
2008,26,PG,7.6,0.415
2008,25,PG,20,0.063
2008,32,SF,10.9,0.023
2008,22,PG,28.3,0.193
2008,24,SG,7.2,0.283
2008,22,C,9.6,0.48
2008,23,C,13.3,0.003
2008,30,SG,11.2,0.556
2008,22,C,10,0.002
2008,37,SF,8.3,0.788
2008,30,SF,19.6,0.332
2008,25,SF,12.7,0.473
2008,31,PF,12,0.674
2008,24,C,20.9,0.004
2008,25,C,10.7,0.01
2008,26,SF,9,0.347
2008,24,PG,12.3,0.368
2008,27,SF,15.6,0.155
2008,21,PG,8.3,0.308
2008,28,C,12.3,0.004
2008,24,PG,13.8,0.426
2008,27,SF,12.6,0.535
2008,26,C,18,0.076
2008,34,C,11.9,0.012
2008,34,PF,12.3,0.022
2008,28,SG,18.8,0.289
2008,23,SG,12.7,0.398
2008,27,SF,18.4,0.408
2008,23,SF,4.2,0.432
2008,23,SF,-18.1,0.333
2008,23,SG,11,0.714
2008,23,SF,5.8,0.387
2008,27,SF,8.5,0.386
2008,26,PG,11.3,0.193
2008,23,PG,15.3,0.373
2008,21,PG,9,0.296
2008,21,PG,15.6,0.027
2008,33,PF,7.3,0.039
2008,26,SG,7.6,0.063
2008,23,SG,19.4,0.184
2008,27,SG,10,0.46
2008,28,SG,13.9,0.15
2008,29,PF,5.1,0.489
2008,27,PF,16.1,0.004
2008,23,SG,11.4,0.209
2008,21,PG,16.2,0.06
2008,27,SF,10.3,0.345
2008,31,C,11.4,0.015
2008,24,PF,16.7,0.017
2008,21,PF,10.7,0.045
2008,32,PF,16.1,0.005
2008,32,PF,16.8,0.002
2008,32,PF,14.9,0.012
2008,22,PF,19,0.087
2008,22,SG,18.1,0.579
2008,34,PG,3.1,0.053
2008,24,PF,13.3,0.122
2008,24,PF,14.4,0.321
2008,24,SF,13.2,0.087
2008,29,C,11.8,0.004
2008,33,SG,13.3,0.35
2008,26,SG,12.6,0.529
2008,30,SF,15.7,0.511
2008,30,SG,11.5,0.079
2008,25,C,27.6,0.026
2008,34,PG,8.9,0.442
2008,34,PG,11.8,0.485
2008,34,PG,4.6,0.385
2008,25,PG,11.1,0.472
2008,22,SG,6.2,0.272
2008,21,PG,13.8,0.042
2008,28,PF,14.8,0.008
2008,28,PF,15.9,0.011
2008,30,SF,13.9,0.302
2008,30,SF,15.7,0.324
2008,30,SF,10.3,0.249
2008,22,PG,10.4,0.205
2008,30,SG,17.8,0.36
2008,32,SF,-1.9,0.941
2008,32,SF,-10.3,1
2008,32,SF,0.1,0.929
2008,35,C,14.2,0.003
2008,35,PF,11.1,0.008
2008,30,PF,12.2,0.384
2008,21,PF,14.6,0.014
2008,24,PF,12.7,0.149
2008,29,PG,12.8,0.305
2008,23,SF,11.8,0.182
2008,25,C,15,0.003
2008,28,SF,17.8,0.34
2008,30,PF,11.5,0.44
2008,25,PG,13.3,0.194
2008,25,C,12,0.007
2008,32,PG,9.2,0.035
2008,23,PF,14.9,0.227
2008,23,SF,11.6,0.6
2008,23,SG,15.1,0.56
2008,26,SG,21.5,0.082
2008,22,SG,1,0.426
2008,22,SG,-1.6,0.395
2008,22,SG,4.7,0.478
